cyclostationary_mean_tg_0,cyclostationary_mean_HS_0,cyclostationary_mean_rr_4w_0,cyclostat_level_Maggiore_16w,cyclostat_level_Lugano,cyclostationary_mean_tg_2,target
-0.4109981686068228,2.5237157811113,0.6116048021172569,0.5423941033496732,0.0820416666666687,-0.4470708802983353,0.26404327
0.8039301003663613,2.134136073191227,1.6913360150065186,0.5931477798202615,0.1623500000000035,0.6473745581924074,0.35461774
-0.9112675375488886,1.914711331369244,0.8322712871440743,0.674726233076564,0.0850535714286024,-0.5409144914223982,0.4279903
0.5388836763157595,1.959701566101289,0.8590411521902709,0.7494321154295053,0.0626125000000001,0.4536769767345937,0.33949536
-0.6897090296233283,1.9001564214917712,0.6472030185750082,0.8038432919000933,0.0738875000000121,0.0129197176287636,0.3241339
1.392343397971238,1.7337020596954469,0.765863996957508,0.7901576301353874,0.1002812499999663,1.2721454876843887,0.2122752
1.6922011762911304,1.556707343270525,0.0896819794846158,0.7539811595471523,0.0721964285714307,1.348271728704844,0.19898067
-0.7121626681216622,1.6434056436062847,0.3759951464097524,0.6742193948412699,0.0475625000000263,-0.412267403347548,0.42317435
0.1427634130082273,1.7552777794585608,0.6079078083641147,0.5630429242530346,0.1007625000000302,-0.8264023170557365,0.3780192
0.69993931729344,1.4175971780477363,1.0665727172391914,0.5299489116479926,0.0902321428571326,0.8424921246029733,0.41407916
1.0333616846706897,1.821743764099083,0.9481384612663498,0.4958180292950513,0.0690374999999789,0.8958963488387296,0.42131504
-0.0735881574598682,1.7600851635517785,1.447065136367954,0.461256264589169,0.1193499999999971,-0.160100155345312,0.51254886
-0.3654167894045277,1.491067071375455,1.7087816049973603,0.4242737278244631,0.0832968749999736,-0.1613568615507153,0.51963633
-1.2203049910882997,1.5866038116269274,1.1232950944599982,0.4138866469421101,0.0627321428571576,-1.1816715672196696,0.5223294
-1.689471929410917,1.4850206201794058,0.7057489438374974,0.400455764589169,0.033762500000023,-1.8076302429911584,0.4704952
-0.2390538370509691,1.256939455875328,0.4896616864439086,0.3969263528244631,-0.039699999999982,-0.3345389487631734,0.42979926
0.5735833384383726,0.6651655456938959,-0.5169240047586109,0.3660366469421102,-0.0758392857142666,0.5166548301499969,0.38366386
-0.4748412161577363,0.5503952082006375,-1.028681284838454,0.3353825619747899,-0.0224374999999668,-0.6720399461141151,0.52286917
0.532505606521469,0.3959117195386155,-1.2507612229412366,0.2977950619747899,-0.0077750000000378,0.0527506048234568,0.27571383
0.1084951934617418,0.0142769885279113,-1.3650034697269255,0.2398622888655462,-0.0094218749999868,-0.0276270873192792,0.5574838
-1.0954743270779106,0.0531946247743112,-0.5342116340002985,0.2197793056722689,0.1275178571428341,-1.0050389972144569,0.5640093
-1.2643142701523546,0.0318949332478768,0.405805469240839,0.2003256292016806,0.0365625000000591,-1.069122191976414,0.0
-0.1774306161131183,0.04679721872986,0.6950640729889636,0.1867403350840336,0.0440249999999764,-0.4212278901914155,0.6677424
-0.0572391882487029,0.0515296812526074,1.0929701076686558,0.1722025199579831,0.046089285714288,-0.2380869102619764,0.57804817
-0.473461001317254,0.048436081733339,1.697221401756942,0.1539378140756302,0.012162499999988,-0.5997239484062058,0.7057308
-1.5426684602047094,0.0717079346744978,1.35375468771479,0.1675334023109243,0.132925000000057,-1.6089609519390629,0.51848173
0.3986117940670294,0.0511224632624871,0.7365364240025238,0.174669694327731,-0.0042656250000163,-0.0273584596769617,0.43805385
0.1239076658203286,0.0504025485290293,0.672465334839867,0.1959585598739495,0.0915535714285624,0.1134545352172817,0.562873
-0.2032404714555486,0.0475994181317629,0.478764356591149,0.2180467951680672,0.1076375000000098,-0.536634876800054,0.45723087
0.1624661765570129,0.0477437632578281,-0.123630187376412,0.2255762069327731,0.0205625000000395,-0.0764887368638846,0.36796892
0.2966511191730457,0.0470963127507933,-0.3765300158697394,0.2291581407563025,0.034410714285741,-0.39494074581883,0.5504826
-1.045651809018863,0.0637221640892352,-0.1041975873492538,0.2187463760504202,0.0120249999999941,-1.2872243632660836,0.5710803
-1.536732093420295,0.0774175673079308,-0.2063066289037854,0.1974734348739495,-0.068512499999997,-1.7645718475910583,0.58449376
-1.6142717190564997,0.1050343097498185,0.2657035974277814,0.1789789495798319,-0.0576718749999827,-1.639936179536458,0.4770742
-0.0337310075207743,0.0546186084435076,0.1256717616436958,0.1526594117647058,-0.0733392857142689,-0.7359063731021181,0.48490027
0.833091706769424,0.0231012635151755,-0.0024366143669733,0.1318461764705882,-0.0484500000000025,0.8059285144359988,0.31806645
1.3203088056378125,0.0126800836204814,-0.1279348414294604,0.1275564705882353,-0.049387500000023,0.1915183713219799,0.41734478
0.5166586094399197,-0.0212807583301844,0.3737517721360021,0.1089409243697479,0.0529107142857583,0.4898134467400901,0.44208646
0.3765939738637792,-0.298666188548335,-0.5575620081283864,0.0880475420168067,0.0056500000000028,-0.6330596998573035,0.4709665
-0.6463428117009469,-0.5544535860202507,-0.5278735735398055,0.0703673949579831,-0.0286249999999768,-1.033300273645749,0.6734065
-0.3593228501329685,-0.8549088550822421,-0.955335021370324,0.0330274527310924,-0.1150937500000282,-0.864040400262831,0.4958529
-1.0828659851531446,-0.5301504756967146,-0.8433047741266798,0.0108572846638655,-0.0278214285714284,-1.5083774909772338,0.40370983
